OSMP MDR - ISO 20022 Data Dictionary (Full eRepository)
Source: ISO 20022 eRepository 2025-04-24
"Unique definitions: 66,956","Raw: 9,131,908 bytes","D:PACK: 1,170,864 bytes"
ATMPINManagementRequestV02,The ATMPINManagementRequest message is sent by an ATM to an ATM manager to request an operation on the cardholder PIN.,1
ATMPINManagementRequestV03,The ATMPINManagementRequest message is sent by an ATM to an ATM manager to request an operation on the cardholder PIN.,1
ATMPINManagementResponse,Information related to the response of an ATM PIN Management from an ATM manager.,3
ATMPINManagementResponse,Response to a cardholder PIN management request.,1
ATMPINManagementResponse1,Information related to the response of an ATM PIN Management from an ATM manager.,1
ATMPINManagementResponse2,Information related to the response of an ATM PIN Management from an ATM manager.,1
ATMPINManagementResponse3,Information related to the response of an ATM PIN Management from an ATM manager.,1
ATMPINManagementResponseV01,The ATMPINManagementResponse message is sent by an ATM manager or its agent to the ATM to provide the information and the outcome of the cardholder PIN operation requested in the ATMPINManagementRequest.,1
ATMPINManagementResponseV02,The ATMPINManagementResponse message is sent by an ATM manager or its agent to the ATM to provide the information and the outcome of the cardholder PIN operation requested in the ATMPINManagementRequest.,1
ATMPINManagementResponseV03,The ATMPINManagementResponse message is sent by an ATM manager or its agent to the ATM to provide the information and the outcome of the cardholder PIN operation requested in the ATMPINManagementRequest.,1
ATMPropertyComponent1,Set of properties to update on a terminal.,1
ATMPropertyType1Code,Encoding type of the property.,1
ATMPropertyTypeCode,Encoding type of the property.,1
ATMProtocol,"ATM protocol parameters, including the configuration of the hosts.",1
ATMReconciliationAcknowledgement,Information related to the acknowledgement of an ATM reconciliation from the ATM manager.,3
ATMReconciliationAcknowledgement1,Information related to the acknowledgement of an ATM reconciliation from the ATM. manager.,1
ATMReconciliationAcknowledgement2,Information related to the acknowledgement of an ATM reconciliation from the ATM. manager.,1
ATMReconciliationAcknowledgement3,Information related to the acknowledgement of an ATM reconciliation from the ATM. manager.,1
ATMReconciliationAcknowledgementV01,The ATMReconciliationAcknowledgement message is sent by an acquirer or its agent to an ATM to acknowledge the receipt of an ATMReconciliationAdvice message.,1
ATMReconciliationAcknowledgementV02,The ATMReconciliationAcknowledgement message is sent by an acquirer or its agent to an ATM to acknowledge the receipt of an ATMReconciliationAdvice message.,1
ATMReconciliationAcknowledgementV03,The ATMReconciliationAcknowledgement message is sent by an acquirer or its agent to an ATM to acknowledge the receipt of an ATMReconciliationAdvice message.,1
ATMReconciliationAdvice,Information related to the reconciliation of an ATM.,3
ATMReconciliationAdvice1,Information related to the reconciliation of an ATM.,1
ATMReconciliationAdvice2,Information related to the reconciliation of an ATM.,1
ATMReconciliationAdvice3,Information related to the reconciliation of an ATM.,1
ATMReconciliationAdviceV01,The ATMReconciliationAdvice message is sent by an ATM to an acquirer or its agent to send all the counters of the ATM. It can be sent by an operator function or as a response of a command sent by an agent or a server.,1
ATMReconciliationAdviceV02,The ATMReconciliationAdvice message is sent by an ATM to an acquirer or its agent to send all the counters of the ATM. It can be sent by an operator function or as a response of a command sent by an agent or a server.,1
ATMReconciliationAdviceV03,The ATMReconciliationAdvice message is sent by an ATM to an acquirer or its agent to send all the counters of the ATM. It can be sent by an operator function or as a response of a command sent by an agent or a server.,1
ATMReconciliationOperation1,Information related to a reconciliation between an ATM device and a maintenance host.,1
ATMReconciliationRequest,Information related to the reconciliation request from an ATM device.,1
ATMReconciliationRequestComponent1,Information related to a reconciliation exchange.,1
ATMReconciliationRequestV01,The ATMReconciliationRequest is sent by an ATM to a maintenance host to notify updates to the reconciliation counts.,1
ATMReconciliationResponse,Information related to the reconciliation response from a maintenance host.,1
ATMReconciliationResponseV01,The ATMReconciliationResponse is sent by a maintenance host to an ATM to identify counts that must be updated.,1
ATMReject,Information related to the reject of a message from an ATM or an ATM manager.,2
ATMReject1,Information related to the reject of a message from an ATM or an ATM manager.,1
ATMReject2,Information related to the reject of a message from an ATM or an ATM manager.,1
ATMRejectV01,The ATMReject message is sent by any entity to reject a received message.,1
ATMRejectV02,The ATMReject message is sent by any entity to reject a received message.,1
ATMRequestReject,Rejected request message.,1
ATMRequiredGlobalStatus,"Required status of the ATM, parameters of the status update command.",3
ATMResponseReject,Rejected response message.,1
ATMSecurityConfiguration1,Configuration parameters in use by the security device.,1
ATMSecurityConfiguration2,Configuration of the cryptographic keys.,1
ATMSecurityConfiguration3,"Configuration of the encryption or digital envelope, if the security module is able to perform encryption.",1
ATMSecurityConfiguration4,Configuration of the digital signatures if the security module is able to perform digital signatures with an asymmetric key.,1
ATMSecurityConfiguration5,Configuration of the PIN online verification.,1
ATMSecurityContext,Context of the ATM for the key download.,8
ATMSecurityContext,Information related to security commands.,3
ATMSecurityContext1,Information related to security commands.,1
ATMSecurityContext2,Context of the ATM for the key download.,1
ATMSecurityContext3,Context of the ATM for the key download.,1
ATMSecurityContext5,Information related to security commands.,1
ATMSecurityDevice1,Hardware security module of the ATM.,1
ATMSecurityDevice2,Hardware security module of the ATM.,1
ATMSecurityParameters,Security parameters of the ATM for the initiated key download.,4
ATMSecurityScheme1Code,Key exchange security scheme in activation on the ATM for the host manager.,1
ATMSecurityScheme2Code,Key exchange security schemes implemented in the hardware security module of the ATM.,1
ATMSecurityScheme3Code,Key exchange security scheme in activation on the ATM for the host manager.,1
ATMSecurityScheme4Code,Key exchange security schemes implemented in the hardware security module of the ATM.,1
ATMSecuritySchemeCode,Key exchange security scheme on an ATM for the host manager.,1
ATMService1,Withdrawal service provided by the ATM inside the session.,1
ATMService10,Withdrawal service provided by the ATM inside the session.,1
ATMService11,Deposit service provided by the ATM inside the session.,1
ATMService12,Deposit service provided by the ATM inside the session.,1
ATMService13,Deposit service provided by the ATM inside the session.,1
ATMService14,Withdrawal service provided by the ATM inside the session.,1
ATMService15,Inquiry service provided by the ATM inside the session.,1
ATMService16,Service provided by the ATM inside the session.,1
ATMService17,Services allowed for the customer's profile.,1
ATMService18,Service provided by the ATM inside the session.,1
ATMService19,Service allowed on the account.,1
ATMService2,Withdrawal service provided by the ATM inside the session.,1
ATMService20,Context in which the transaction is performed.,1
ATMService21,Service provided by the ATM inside the session.,1
ATMService22,Inquiry service provided by the ATM inside the session.,1
ATMService23,Inquiry service provided by the ATM inside the session.,1
ATMService24,Service provided by the ATM inside the session.,1
ATMService25,Inquiry service provided by the ATM inside the session.,1
ATMService26,Service provided by the ATM inside the session.,1
ATMService27,Service provided by the ATM inside the session.,1
ATMService28,Services allowed for the customer's profile.,1
ATMService29,Service allowed on the account.,1
ATMService3,Withdrawal service provided by the ATM inside the session.,1
ATMService4,Service provided by the ATM inside the session.,1
ATMService5,Inquiry service provided by the ATM inside the session.,1
ATMService6,Service provided by the ATM inside the session.,1
ATMService7,Services allowed for the customer's profile.,1
ATMService8,Context in which the transaction is performed.,1
ATMService9,Withdrawal service provided by the ATM inside the session.,1
ATMServiceCode,Codification of the type of service for the ATM.,25
ATMServiceType10Code,Describes the type of service selected by the customer.,1
ATMServiceType11Code,Describes the type of service selected by the customer.,1
ATMServiceType12Code,Describes the type of inquiry selected by the customer or the ATM.,1
ATMServiceType13Code,Type of service to be offered for a customer at an ATM.,1
ATMServiceType1Code,Describes the type of withdrawal selected by the customer.,1
ATMServiceType2Code,Describes the type of ATM transaction selected by the customer.,1
ATMServiceType3Code,Describes the type of inquiry selected by the customer or the ATM.,1
ATMServiceType4Code,Type of service to be offered for a customer at an ATM.,1
ATMServiceType5Code,Describes the type of service selected by the customer.,1
ATMServiceType6Code,Describes the type of deposit service selected by the customer.,1
ATMServiceType7Code,Describes the type of ATM transaction selected by the customer.,1
ATMServiceType8Code,Type of service to be offered for a customer at an ATM.,1
ATMServiceType9Code,Describes the type of fund transfer selected by the customer or the ATM.,1
ATMServiceTypeCode,Describes the type of transaction available for a customer on an ATM.,1
ATMServiceTypeV2Code,Describes the type of transaction available for a customer on an ATM.,1
ATMSignature2Choice,Element containing the signature.,1
ATMStatus1,Global status of the ATM.,1
ATMStatus1Code,Status of the ATM.,1
ATMStatus2,Global status of the ATM.,1
ATMStatus2Code,Current status of the security device.,1
ATMStatus3Code,Current status of the key.,1
ATMStatusCode,"Required status of the ATM, parameters of the status update command.",1
ATMStatusUpdate,Status of the ATM required by the ATM manager.,1
ATMTotal,Current totals of the ATM.,2
ATMTotals,Current totals of the ATM.,10
ATMTotals1,Current totals of the ATM.,1
ATMTotals3,Totals of the ATM.,1
ATMTotals4,Current totals of the ATM.,1
